0.470,0.290,0.480,0.500,0.510,0.330,0.430,0
0.240,0.430,0.480,0.500,0.540,0.520,0.590,0
0.250,0.370,0.480,0.500,0.410,0.330,0.420,0
0.520,0.570,0.480,0.500,0.420,0.470,0.540,0
0.250,0.370,0.480,0.500,0.430,0.260,0.360,0
0.350,0.480,0.480,0.500,0.560,0.400,0.480,0
0.260,0.260,0.480,0.500,0.340,0.250,0.350,0
0.440,0.510,0.480,0.500,0.470,0.260,0.360,0
0.370,0.500,0.480,0.500,0.420,0.360,0.450,0
0.440,0.420,0.480,0.500,0.420,0.250,0.200,0
0.240,0.430,0.480,0.500,0.370,0.280,0.380,0
0.420,0.300,0.480,0.500,0.480,0.260,0.360,0
0.480,0.420,0.480,0.500,0.450,0.250,0.350,0
0.410,0.480,0.480,0.500,0.510,0.440,0.510,0
0.440,0.280,0.480,0.500,0.430,0.270,0.370,0
0.290,0.410,0.480,0.500,0.480,0.380,0.460,0
0.340,0.280,0.480,0.500,0.410,0.350,0.440,0
0.410,0.430,0.480,0.500,0.450,0.310,0.410,0
0.290,0.470,0.480,0.500,0.410,0.230,0.340,0
0.340,0.550,0.480,0.500,0.580,0.310,0.410,0
0.360,0.560,0.480,0.500,0.430,0.450,0.530,0
0.400,0.460,0.480,0.500,0.520,0.490,0.560,0
0.500,0.490,0.480,0.500,0.490,0.460,0.530,0
0.520,0.440,0.480,0.500,0.370,0.360,0.420,0
0.500,0.510,0.480,0.500,0.270,0.230,0.340,0
0.530,0.420,0.480,0.500,0.160,0.290,0.390,0
0.340,0.460,0.480,0.500,0.520,0.350,0.440,0
0.400,0.420,0.480,0.500,0.370,0.270,0.270,0
0.410,0.430,0.480,0.500,0.500,0.240,0.250,0
0.300,0.450,0.480,0.500,0.360,0.210,0.320,0
0.310,0.470,0.480,0.500,0.290,0.280,0.390,0
0.640,0.760,0.480,0.500,0.450,0.350,0.380,0
0.350,0.370,0.480,0.500,0.300,0.340,0.430,0
0.570,0.540,0.480,0.500,0.370,0.280,0.330,0
0.650,0.550,0.480,0.500,0.340,0.370,0.280,0
0.510,0.460,0.480,0.500,0.580,0.310,0.410,0
0.380,0.400,0.480,0.500,0.630,0.250,0.350,0
0.240,0.570,0.480,0.500,0.630,0.340,0.430,0
0.380,0.260,0.480,0.500,0.540,0.160,0.280,0
0.330,0.470,0.480,0.500,0.530,0.180,0.290,0
0.240,0.340,0.480,0.500,0.380,0.300,0.400,0
0.260,0.500,0.480,0.500,0.440,0.320,0.410,0
0.440,0.490,0.480,0.500,0.390,0.380,0.400,0
0.430,0.320,0.480,0.500,0.330,0.450,0.520,0
0.490,0.430,0.480,0.500,0.490,0.300,0.400,0
0.470,0.280,0.480,0.500,0.560,0.200,0.250,0
0.320,0.330,0.480,0.500,0.600,0.060,0.200,0
0.340,0.350,0.480,0.500,0.510,0.490,0.560,0
0.350,0.340,0.480,0.500,0.460,0.300,0.270,0
0.380,0.300,0.480,0.500,0.430,0.290,0.390,0
0.380,0.440,0.480,0.500,0.430,0.200,0.310,0
0.410,0.510,0.480,0.500,0.580,0.200,0.310,0
0.340,0.420,0.480,0.500,0.410,0.340,0.430,0
0.510,0.490,0.480,0.500,0.530,0.140,0.260,0
0.250,0.510,0.480,0.500,0.370,0.420,0.500,0
0.290,0.280,0.480,0.500,0.500,0.420,0.500,0
0.250,0.260,0.480,0.500,0.390,0.320,0.420,0
0.240,0.410,0.480,0.500,0.490,0.230,0.340,0
0.170,0.390,0.480,0.500,0.530,0.300,0.390,0
0.040,0.310,0.480,0.500,0.410,0.290,0.390,0
0.610,0.360,0.480,0.500,0.490,0.350,0.440,0
0.340,0.510,0.480,0.500,0.440,0.370,0.460,0
0.280,0.330,0.480,0.500,0.450,0.220,0.330,0
0.400,0.460,0.480,0.500,0.420,0.350,0.440,0
0.230,0.340,0.480,0.500,0.430,0.260,0.370,0
0.370,0.440,0.480,0.500,0.420,0.390,0.470,0
0.000,0.380,0.480,0.500,0.420,0.480,0.550,0
0.390,0.310,0.480,0.500,0.380,0.340,0.430,0
0.300,0.440,0.480,0.500,0.490,0.220,0.330,0
0.270,0.300,0.480,0.500,0.710,0.280,0.390,0
0.170,0.520,0.480,0.500,0.490,0.370,0.460,0
0.360,0.420,0.480,0.500,0.530,0.320,0.410,0
0.300,0.370,0.480,0.500,0.430,0.180,0.300,0
0.260,0.400,0.480,0.500,0.360,0.260,0.370,0
0.400,0.410,0.480,0.500,0.550,0.220,0.330,0
0.220,0.340,0.480,0.500,0.420,0.290,0.390,0
0.440,0.350,0.480,0.500,0.440,0.520,0.590,0
0.270,0.420,0.480,0.500,0.370,0.380,0.430,0
0.160,0.430,0.480,0.500,0.540,0.270,0.370,0
0.060,0.610,0.480,0.500,0.490,0.920,0.370,0
0.440,0.520,0.480,0.500,0.430,0.470,0.540,0
0.630,0.470,0.480,0.500,0.510,0.820,0.840,0
0.230,0.480,0.480,0.500,0.590,0.880,0.890,0
0.340,0.490,0.480,0.500,0.580,0.850,0.800,0
0.430,0.400,0.480,0.500,0.580,0.750,0.780,0
0.460,0.610,0.480,0.500,0.480,0.860,0.870,0
0.270,0.350,0.480,0.500,0.510,0.770,0.790,0
0.520,0.390,0.480,0.500,0.650,0.710,0.730,0
0.290,0.470,0.480,0.500,0.710,0.650,0.690,0
0.550,0.470,0.480,0.500,0.570,0.780,0.800,0
0.120,0.670,0.480,0.500,0.740,0.580,0.630,0
0.400,0.500,0.480,0.500,0.650,0.820,0.840,0
0.730,0.360,0.480,0.500,0.530,0.910,0.920,0
0.840,0.440,0.480,0.500,0.480,0.710,0.740,0
0.480,0.450,0.480,0.500,0.600,0.780,0.800,0
0.540,0.490,0.480,0.500,0.400,0.870,0.880,0
0.480,0.410,0.480,0.500,0.510,0.900,0.880,0
0.500,0.660,0.480,0.500,0.310,0.920,0.920,0
0.720,0.460,0.480,0.500,0.510,0.660,0.700,0
0.470,0.550,0.480,0.500,0.580,0.710,0.750,0
0.330,0.560,0.480,0.500,0.330,0.780,0.800,0
0.640,0.580,0.480,0.500,0.480,0.780,0.730,0
0.540,0.570,0.480,0.500,0.560,0.810,0.830,0
0.470,0.590,0.480,0.500,0.520,0.760,0.790,0
0.630,0.500,0.480,0.500,0.590,0.850,0.860,0
0.490,0.420,0.480,0.500,0.530,0.790,0.810,0
0.310,0.500,0.480,0.500,0.570,0.840,0.850,0
0.740,0.440,0.480,0.500,0.550,0.880,0.890,0
0.330,0.450,0.480,0.500,0.450,0.880,0.890,0
0.450,0.400,0.480,0.500,0.610,0.740,0.770,0
0.710,0.400,0.480,0.500,0.710,0.700,0.740,0
0.500,0.370,0.480,0.500,0.660,0.640,0.690,0
0.660,0.530,0.480,0.500,0.590,0.660,0.660,0
0.600,0.610,0.480,0.500,0.540,0.670,0.710,0
0.830,0.370,0.480,0.500,0.610,0.710,0.740,0
0.340,0.510,0.480,0.500,0.670,0.900,0.900,0
0.630,0.540,0.480,0.500,0.650,0.790,0.810,0
0.700,0.400,0.480,0.500,0.560,0.860,0.830,0
0.600,0.500,1.000,0.500,0.540,0.770,0.800,0
0.160,0.510,0.480,0.500,0.330,0.390,0.480,0
0.740,0.700,0.480,0.500,0.660,0.650,0.690,0
0.200,0.460,0.480,0.500,0.570,0.780,0.810,0
0.890,0.550,0.480,0.500,0.510,0.720,0.760,0
0.700,0.460,0.480,0.500,0.560,0.780,0.730,0
0.120,0.430,0.480,0.500,0.630,0.700,0.740,0
0.610,0.520,0.480,0.500,0.540,0.670,0.520,0
0.330,0.370,0.480,0.500,0.460,0.650,0.690,0
0.630,0.650,0.480,0.500,0.660,0.670,0.710,0
0.410,0.510,0.480,0.500,0.530,0.750,0.780,0
0.340,0.670,0.480,0.500,0.520,0.760,0.790,0
0.580,0.340,0.480,0.500,0.560,0.870,0.810,0
0.590,0.560,0.480,0.500,0.550,0.800,0.820,0
0.510,0.400,0.480,0.500,0.570,0.620,0.670,0
0.500,0.570,0.480,0.500,0.710,0.610,0.660,0
0.600,0.460,0.480,0.500,0.450,0.810,0.830,0
0.370,0.470,0.480,0.500,0.390,0.760,0.790,0
0.580,0.550,0.480,0.500,0.570,0.700,0.740,0
0.360,0.470,0.480,0.500,0.510,0.690,0.720,0
0.390,0.410,0.480,0.500,0.520,0.720,0.750,0
0.350,0.510,0.480,0.500,0.610,0.710,0.740,0
0.310,0.440,0.480,0.500,0.500,0.790,0.820,0
0.610,0.660,0.480,0.500,0.460,0.870,0.880,0
0.480,0.490,0.480,0.500,0.520,0.770,0.710,0
0.110,0.500,0.480,0.500,0.580,0.720,0.680,0
0.310,0.360,0.480,0.500,0.580,0.940,0.940,0
0.680,0.510,0.480,0.500,0.710,0.750,0.780,0
0.690,0.390,0.480,0.500,0.570,0.760,0.790,0
0.520,0.540,0.480,0.500,0.620,0.760,0.790,0
0.460,0.590,0.480,0.500,0.360,0.760,0.230,0
0.360,0.450,0.480,0.500,0.380,0.790,0.170,0
0.000,0.510,0.480,0.500,0.350,0.670,0.440,0
0.100,0.490,0.480,0.500,0.410,0.670,0.210,0
0.300,0.510,0.480,0.500,0.420,0.610,0.340,0
0.610,0.470,0.480,0.500,0.000,0.800,0.320,0
0.630,0.750,0.480,0.500,0.640,0.730,0.660,0
0.710,0.520,0.480,0.500,0.640,1.000,0.990,0
0.850,0.530,0.480,0.500,0.530,0.520,0.350,0
0.630,0.490,0.480,0.500,0.540,0.760,0.790,0
0.750,0.550,1.000,1.000,0.400,0.470,0.300,0
0.700,0.390,1.000,0.500,0.510,0.820,0.840,0
0.720,0.420,0.480,0.500,0.650,0.770,0.790,0
0.790,0.410,0.480,0.500,0.660,0.810,0.830,0
0.830,0.480,0.480,0.500,0.650,0.760,0.790,0
0.690,0.430,0.480,0.500,0.590,0.740,0.770,0
0.790,0.360,0.480,0.500,0.460,0.820,0.700,0
0.780,0.330,0.480,0.500,0.570,0.770,0.790,0
0.750,0.370,0.480,0.500,0.640,0.700,0.740,0
0.590,0.290,0.480,0.500,0.640,0.750,0.770,0
0.670,0.370,0.480,0.500,0.540,0.640,0.680,0
0.660,0.480,0.480,0.500,0.540,0.700,0.740,0
0.640,0.460,0.480,0.500,0.480,0.730,0.760,0
0.760,0.710,0.480,0.500,0.500,0.710,0.750,0
0.840,0.490,0.480,0.500,0.550,0.780,0.740,0
0.770,0.550,0.480,0.500,0.510,0.780,0.740,0
0.810,0.440,0.480,0.500,0.420,0.670,0.680,0
0.580,0.600,0.480,0.500,0.590,0.730,0.760,0
0.630,0.420,0.480,0.500,0.480,0.770,0.800,0
0.620,0.420,0.480,0.500,0.580,0.790,0.810,0
0.860,0.390,0.480,0.500,0.590,0.890,0.900,0
0.810,0.530,0.480,0.500,0.570,0.870,0.880,0
0.870,0.490,0.480,0.500,0.610,0.760,0.790,0
0.470,0.460,0.480,0.500,0.620,0.740,0.770,0
0.760,0.410,0.480,0.500,0.500,0.590,0.620,0
0.700,0.530,0.480,0.500,0.700,0.860,0.870,0
0.640,0.450,0.480,0.500,0.670,0.610,0.660,0
0.810,0.520,0.480,0.500,0.570,0.780,0.800,0
0.730,0.260,0.480,0.500,0.570,0.750,0.780,0
0.490,0.610,1.000,0.500,0.560,0.710,0.740,0
0.880,0.420,0.480,0.500,0.520,0.730,0.750,0
0.840,0.540,0.480,0.500,0.750,0.920,0.700,0
0.630,0.510,0.480,0.500,0.640,0.720,0.760,0
0.860,0.550,0.480,0.500,0.630,0.810,0.830,0
0.790,0.540,0.480,0.500,0.500,0.660,0.680,0
0.570,0.380,0.480,0.500,0.060,0.490,0.330,0
0.780,0.440,0.480,0.500,0.450,0.730,0.680,0
0.780,0.680,0.480,0.500,0.830,0.400,0.290,1
0.630,0.690,0.480,0.500,0.650,0.410,0.280,1
0.670,0.880,0.480,0.500,0.730,0.500,0.250,1
0.610,0.750,0.480,0.500,0.510,0.330,0.330,1
0.670,0.840,0.480,0.500,0.740,0.540,0.370,1
0.740,0.900,0.480,0.500,0.570,0.530,0.290,1
0.730,0.840,0.480,0.500,0.860,0.580,0.290,1
0.750,0.760,0.480,0.500,0.830,0.570,0.300,1
0.770,0.570,0.480,0.500,0.880,0.530,0.200,1
0.740,0.780,0.480,0.500,0.750,0.540,0.150,1
0.680,0.760,0.480,0.500,0.840,0.450,0.270,1
0.560,0.680,0.480,0.500,0.770,0.360,0.450,1
0.650,0.510,0.480,0.500,0.660,0.540,0.330,1
0.520,0.810,0.480,0.500,0.720,0.380,0.380,1
0.640,0.570,0.480,0.500,0.700,0.330,0.260,1
0.600,0.760,1.000,0.500,0.770,0.590,0.520,1
0.690,0.590,0.480,0.500,0.770,0.390,0.210,1
0.630,0.490,0.480,0.500,0.790,0.450,0.280,1
0.710,0.710,0.480,0.500,0.680,0.430,0.360,1
0.680,0.630,0.480,0.500,0.730,0.400,0.300,1
0.770,0.570,1.000,0.500,0.370,0.540,0.010,0
0.660,0.490,1.000,0.500,0.540,0.560,0.360,0
0.710,0.460,1.000,0.500,0.520,0.590,0.300,0
0.670,0.550,1.000,0.500,0.660,0.580,0.160,0
0.680,0.490,1.000,0.500,0.620,0.550,0.280,0
0.740,0.490,0.480,0.500,0.420,0.540,0.360,0
0.700,0.610,0.480,0.500,0.560,0.520,0.430,0
0.660,0.860,0.480,0.500,0.340,0.410,0.360,0
0.730,0.780,0.480,0.500,0.580,0.510,0.310,0
0.650,0.570,0.480,0.500,0.470,0.470,0.510,0
0.720,0.860,0.480,0.500,0.170,0.550,0.210,0
0.670,0.700,0.480,0.500,0.460,0.450,0.330,0
0.670,0.810,0.480,0.500,0.540,0.490,0.230,0
0.670,0.610,0.480,0.500,0.510,0.370,0.380,0
0.630,1.000,0.480,0.500,0.350,0.510,0.490,0
0.570,0.590,0.480,0.500,0.390,0.470,0.330,0
0.710,0.710,0.480,0.500,0.400,0.540,0.390,0
0.660,0.740,0.480,0.500,0.310,0.380,0.430,0
0.670,0.810,0.480,0.500,0.250,0.420,0.250,0
0.640,0.720,0.480,0.500,0.490,0.420,0.190,0
0.680,0.820,0.480,0.500,0.380,0.650,0.560,0
0.320,0.390,0.480,0.500,0.530,0.280,0.380,0
0.700,0.640,0.480,0.500,0.470,0.510,0.470,0
0.630,0.570,0.480,0.500,0.490,0.700,0.200,0
0.740,0.820,0.480,0.500,0.490,0.490,0.410,0
0.630,0.860,0.480,0.500,0.390,0.470,0.340,0
0.630,0.830,0.480,0.500,0.400,0.390,0.190,0
0.630,0.710,0.480,0.500,0.600,0.400,0.390,0
0.710,0.860,0.480,0.500,0.400,0.540,0.320,0
0.680,0.780,0.480,0.500,0.430,0.440,0.420,0
0.640,0.840,0.480,0.500,0.370,0.450,0.400,0
0.740,0.470,0.480,0.500,0.500,0.570,0.420,0
0.750,0.840,0.480,0.500,0.350,0.520,0.330,0
0.630,0.650,0.480,0.500,0.390,0.440,0.350,0
0.690,0.670,0.480,0.500,0.300,0.390,0.240,0
0.700,0.710,0.480,0.500,0.420,0.840,0.850,0
0.690,0.800,0.480,0.500,0.460,0.570,0.260,0
0.640,0.660,0.480,0.500,0.410,0.390,0.200,0
0.630,0.800,0.480,0.500,0.460,0.310,0.290,0
0.660,0.710,0.480,0.500,0.410,0.500,0.350,0
0.690,0.590,0.480,0.500,0.460,0.440,0.520,0
0.680,0.670,0.480,0.500,0.490,0.400,0.340,0
0.640,0.780,0.480,0.500,0.500,0.360,0.380,0
0.620,0.780,0.480,0.500,0.470,0.490,0.540,0
0.760,0.730,0.480,0.500,0.440,0.390,0.390,0
0.640,0.810,0.480,0.500,0.370,0.390,0.440,0
0.290,0.390,0.480,0.500,0.520,0.400,0.480,0
0.620,0.830,0.480,0.500,0.460,0.360,0.400,0
0.560,0.540,0.480,0.500,0.430,0.370,0.300,0
0.690,0.660,0.480,0.500,0.410,0.500,0.250,0
0.690,0.650,0.480,0.500,0.630,0.480,0.410,0
0.430,0.590,0.480,0.500,0.520,0.490,0.560,0
0.740,0.560,0.480,0.500,0.470,0.680,0.300,0
0.710,0.570,0.480,0.500,0.480,0.350,0.320,0
0.610,0.600,0.480,0.500,0.440,0.390,0.380,0
0.590,0.610,0.480,0.500,0.420,0.420,0.370,0
0.740,0.740,0.480,0.500,0.310,0.530,0.520,0
