1.522,14.361,3.848,0.890,71.361,0.149,9.153,0.000,0.000,0
1.519,13.490,3.480,1.349,71.949,0.553,9.002,0.000,0.000,0
1.518,13.643,3.870,1.269,71.960,0.540,8.324,0.000,0.163,0
1.518,13.723,0.000,0.560,74.452,0.000,10.993,0.000,0.000,0
1.517,12.931,3.538,1.619,72.957,0.640,8.034,0.000,0.107,0
1.517,12.998,3.471,1.789,72.722,0.658,8.185,0.000,0.000,0
1.517,12.672,2.878,1.709,73.209,0.733,8.540,0.000,0.000,0
1.527,11.229,0.000,0.771,73.209,0.000,14.684,0.000,0.000,0
1.519,13.197,3.628,1.070,72.828,0.571,8.411,0.091,0.087,0
1.518,12.958,2.959,1.430,72.918,0.602,8.787,0.139,0.000,0
1.516,13.410,3.552,1.250,72.812,0.683,8.098,0.000,0.000,0
1.516,12.712,3.332,1.491,73.282,0.671,8.238,0.000,0.000,0
1.527,13.802,3.152,0.659,70.572,0.081,11.639,0.000,0.000,0
1.519,13.463,3.830,1.259,72.548,0.571,8.206,0.000,0.071,0
1.519,12.931,3.659,1.561,72.509,0.578,8.550,0.000,0.061,0
1.522,13.749,1.010,1.359,72.190,0.329,11.144,0.000,0.000,0
1.516,12.998,3.579,1.539,72.828,0.609,8.045,0.000,0.000,0
1.516,13.011,3.502,1.481,72.890,0.602,8.120,0.000,0.000,0
1.516,12.898,3.439,1.449,73.580,0.441,8.271,0.000,0.000,0
1.517,13.723,3.682,1.812,72.061,0.640,7.883,0.000,0.000,0
1.517,12.938,3.610,1.259,72.750,0.559,8.604,0.000,0.000,0
1.526,13.703,0.000,1.359,71.238,0.193,13.435,0.000,0.051,0
1.517,13.330,3.538,1.609,72.543,0.683,8.109,0.000,0.000,0
1.516,13.443,3.610,1.539,72.392,0.658,8.034,0.000,0.000,0
1.516,13.250,3.448,1.430,73.170,0.609,7.862,0.000,0.000,0
1.517,12.200,3.251,1.160,73.551,0.621,8.895,0.000,0.122,0
1.525,11.448,0.000,1.879,72.190,0.807,13.242,0.000,0.173,0
1.518,13.237,3.902,1.410,72.330,0.553,8.314,0.000,0.051,0
1.518,13.191,3.902,1.301,72.330,0.553,8.443,0.000,0.143,0
1.518,12.851,3.668,1.240,72.571,0.621,8.680,0.000,0.178,0
1.516,13.091,3.592,1.519,73.097,0.671,7.829,0.000,0.000,0
1.516,13.091,3.520,1.552,72.868,0.683,8.045,0.000,0.459,0
1.516,13.117,3.408,1.580,73.260,0.068,8.389,0.000,0.097,0
1.518,12.619,2.761,0.829,73.808,0.348,9.422,0.000,0.102,0
1.518,13.097,3.969,1.189,72.442,0.602,8.432,0.000,0.000,0
1.521,13.782,2.281,1.430,71.988,0.491,9.852,0.000,0.087,0
1.517,12.891,3.619,1.571,72.957,0.609,8.109,0.000,0.000,0
1.516,13.922,3.520,1.250,72.879,0.373,7.937,0.000,0.071,0
1.516,12.858,3.520,2.120,72.660,0.689,7.969,0.000,0.000,0
1.518,13.018,3.619,1.060,72.341,0.640,9.131,0.000,0.076,0
1.524,13.829,2.901,1.170,71.148,0.081,10.788,0.000,0.000,0
1.517,13.563,3.570,1.471,72.448,0.640,7.959,0.000,0.000,0
1.518,13.250,3.758,1.320,72.403,0.578,8.421,0.000,0.000,0
1.518,13.430,3.978,1.179,72.492,0.578,8.152,0.000,0.000,0
1.516,13.337,3.570,1.571,72.868,0.609,7.894,0.000,0.000,0
1.516,13.403,3.489,1.519,72.649,0.671,8.077,0.000,0.051,0
1.522,14.427,0.000,0.999,72.672,0.099,11.520,0.000,0.041,0
1.527,11.023,0.000,0.749,73.080,0.000,14.963,0.000,0.000,0
1.517,13.230,3.538,1.481,72.840,0.559,8.098,0.000,0.000,0
1.518,13.330,3.848,1.250,72.778,0.522,8.120,0.000,0.000,0
1.517,12.851,3.511,1.439,73.008,0.683,8.228,0.599,0.128,0
1.516,14.860,3.668,1.741,71.871,0.161,7.356,0.000,0.061,0
1.516,13.357,3.579,1.491,72.722,0.447,8.206,0.000,0.000,0
1.519,13.357,3.430,1.430,72.263,0.509,8.604,0.000,0.000,0
1.517,12.353,2.721,1.629,72.868,0.702,9.228,0.000,0.000,0
1.517,13.483,3.480,1.709,72.520,0.621,7.991,0.000,0.000,0
1.518,12.998,3.799,1.080,73.069,0.559,8.378,0.000,0.061,0
1.516,13.018,3.579,1.510,73.120,0.689,7.959,0.000,0.000,0
1.516,13.237,3.489,1.471,73.248,0.379,8.034,0.000,0.000,0
1.518,12.931,3.740,1.109,72.280,0.640,8.959,0.000,0.112,0
1.534,12.299,0.000,0.999,70.163,0.118,16.190,0.000,0.122,0
1.528,12.639,0.000,0.669,72.022,0.062,14.404,0.000,0.000,0
1.520,13.982,1.351,1.629,71.759,0.391,10.563,0.000,0.510,0
1.518,13.709,3.929,1.539,71.809,0.540,8.206,0.000,0.076,0
1.516,12.818,3.520,1.901,72.862,0.689,7.969,0.000,0.000,0
1.516,12.552,3.480,1.869,73.232,0.627,8.077,0.000,0.459,0
1.516,13.237,3.341,1.471,73.097,0.391,8.217,0.000,0.000,0
1.517,12.752,2.851,1.439,73.271,0.571,8.787,0.110,0.112,0
1.517,13.297,3.641,1.529,72.532,0.652,8.034,0.000,0.148,0
1.522,13.197,3.682,1.150,72.750,0.540,8.518,0.000,0.000,0
1.517,12.871,3.561,1.641,73.142,0.652,7.991,0.000,0.000,0
1.516,13.018,3.561,1.539,73.108,0.720,7.905,0.000,0.000,0
1.514,14.248,3.089,2.081,72.280,1.099,7.076,0.000,0.000,0
1.531,10.730,0.000,2.100,69.810,0.578,13.296,3.150,0.143,0
1.518,13.410,3.888,1.330,72.380,0.509,8.281,0.000,0.000,0
1.521,13.550,2.088,1.670,72.179,0.528,9.573,0.271,0.087,0
1.517,12.791,3.520,1.539,73.360,0.658,7.905,0.000,0.000,0
1.517,12.991,3.179,1.231,72.968,0.578,8.809,0.000,0.122,0
1.518,13.530,3.408,1.519,72.039,0.578,8.787,0.000,0.000,0
1.516,13.330,3.529,1.340,72.672,0.559,8.335,0.000,0.000,0
1.517,13.137,3.448,1.760,72.481,0.602,8.378,0.000,0.087,0
1.521,14.028,3.758,0.579,71.792,0.112,9.648,0.000,0.000,0
1.516,13.038,3.399,1.259,73.008,0.522,8.583,0.000,0.000,0
1.522,14.188,3.781,0.910,71.361,0.230,9.142,0.000,0.189,0
1.517,12.858,3.579,1.311,72.610,0.609,8.787,0.000,0.000,0
1.518,13.643,3.650,0.650,73.002,0.062,8.927,0.000,0.000,0
1.518,13.503,3.359,1.629,71.938,0.571,8.809,0.000,0.459,0
1.516,13.423,3.399,1.221,72.688,0.590,8.324,0.000,0.000,0
1.519,13.643,3.538,0.749,72.649,0.161,8.895,0.151,0.122,0
1.518,13.649,3.659,1.109,72.772,0.112,8.604,0.000,0.000,0
1.518,13.330,3.341,1.539,72.140,0.559,8.992,0.000,0.000,0
1.517,13.237,3.570,1.381,72.700,0.559,8.443,0.000,0.051,0
1.517,13.410,3.390,1.279,72.638,0.522,8.647,0.000,0.000,0
1.521,14.321,3.902,0.829,71.501,0.000,9.487,0.000,0.000,0
1.516,12.160,3.520,1.349,72.890,0.571,8.529,0.000,0.000,0
1.520,12.639,0.000,1.651,73.752,0.379,11.531,0.000,0.000,1
1.519,12.732,1.850,1.860,72.688,0.602,10.089,0.000,0.000,1
1.515,14.008,2.681,3.500,69.888,1.683,5.871,2.199,0.000,1
1.513,13.018,0.000,3.041,70.482,6.210,6.958,0.000,0.000,1
1.521,12.971,0.328,1.510,73.388,0.130,11.273,0.000,0.143,1
1.522,11.029,1.711,1.561,73.439,0.578,11.617,0.000,0.000,1
1.513,12.998,0.000,3.018,70.700,6.210,6.926,0.000,0.000,1
1.517,12.858,0.000,1.831,73.881,0.969,10.175,0.000,0.000,1
1.524,13.443,0.000,1.580,72.218,0.323,12.241,0.000,0.000,1
1.520,13.377,0.000,1.401,72.252,0.329,12.499,0.000,0.000,1
1.520,13.270,0.000,1.760,73.030,0.472,11.316,0.000,0.000,1
1.521,12.851,1.612,2.171,72.179,0.758,9.702,0.239,0.260,1
1.522,11.561,1.881,1.561,72.862,0.472,11.413,0.000,0.000,1
1.520,14.560,0.000,0.560,73.478,0.000,11.219,0.000,0.000,0
1.511,17.380,0.000,0.341,75.410,0.000,6.646,0.000,0.000,0
1.519,13.789,2.411,1.189,72.761,0.000,9.766,0.000,0.000,0
1.518,14.461,2.241,1.619,72.380,0.000,9.261,0.000,0.000,0
1.519,14.088,2.191,1.661,72.672,0.000,9.325,0.000,0.000,0
1.513,14.401,1.742,1.539,74.548,0.000,7.593,0.000,0.000,0
1.519,14.993,0.781,1.741,72.498,0.000,9.949,0.000,0.000,0
1.519,14.002,2.389,1.561,72.369,0.000,9.573,0.000,0.000,0
1.519,14.148,0.000,2.091,72.739,0.000,10.885,0.000,0.000,0
1.516,13.882,1.778,1.789,73.097,0.000,8.669,0.759,0.000,0
1.515,15.152,0.000,2.251,73.500,0.000,8.335,0.630,0.000,0
1.522,14.860,2.200,2.059,70.258,0.758,9.756,0.000,0.000,0
1.517,11.947,0.000,1.189,75.180,2.701,8.927,0.000,0.000,0
1.521,14.361,0.000,2.020,73.422,0.000,8.443,1.641,0.000,0
1.511,13.689,3.201,1.812,72.812,1.757,5.430,1.191,0.000,0
1.516,13.869,0.000,2.540,73.232,0.143,9.411,0.810,0.005,0
1.516,14.368,0.000,2.739,72.851,0.000,9.454,0.539,0.000,0
1.523,13.443,3.341,1.231,72.380,0.602,8.830,0.000,0.000,0
1.515,14.141,0.000,2.681,73.388,0.081,9.067,0.611,0.025,0
1.517,14.381,0.000,1.940,73.612,0.000,8.475,1.569,0.000,0
1.517,14.560,0.000,1.978,73.288,0.000,8.518,1.569,0.036,0
1.516,14.939,0.000,1.869,73.108,0.000,8.669,1.380,0.000,0
1.517,14.753,0.000,2.001,73.019,0.000,8.529,1.591,0.041,0
1.516,14.953,0.000,2.271,73.299,0.000,8.712,0.671,0.000,0
1.517,14.228,0.000,2.081,73.360,0.000,8.615,1.669,0.000,0
1.524,15.791,1.832,1.311,70.432,0.310,8.615,1.679,0.000,0
1.515,14.853,0.000,2.421,73.719,0.000,8.389,0.561,0.000,0
1.517,14.919,0.000,1.991,73.580,0.000,8.400,1.591,0.000,0
1.516,14.201,0.000,2.791,73.461,0.037,9.045,0.400,0.459,0
1.515,14.381,0.000,2.659,73.097,0.037,9.078,0.639,0.000,0
1.516,15.126,0.000,2.511,73.052,0.050,8.830,0.529,0.000,0
1.518,14.387,0.000,1.821,72.862,1.410,6.474,2.879,0.000,0
1.516,14.853,0.000,2.380,73.282,0.000,8.755,0.639,0.459,0
1.517,14.700,0.000,2.341,73.282,0.000,8.949,0.661,0.000,0
1.516,14.141,0.000,2.880,72.610,0.081,9.185,1.062,0.000,0
1.518,14.321,3.260,2.219,71.249,1.459,5.785,1.629,0.000,0
1.517,14.800,0.000,1.991,73.108,0.000,8.281,1.710,0.000,0
1.517,14.953,0.000,1.799,72.991,0.000,8.615,1.550,0.000,0
